TCM_symptom_id,TCM_symptom_name,first_source,first_status,first_detail_url,first_message,second_source,second_status,second_detail_url,second_message,updated,updated_source
618,两腮肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%A4%E8%85%AE%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
617,两腮痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%A4%E8%85%AE%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
620,两胁疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%A4%E8%83%81%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
616,臁疮糜烂,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%87%81%E7%96%AE%E7%B3%9C%E7%83%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
621,两胁胀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%A4%E8%83%81%E8%83%80%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
619,两腮肿痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%A4%E8%85%AE%E8%82%BF%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
637,流清涕,duguji,ok,https://baike.duguji.cn/baike/w/%E6%B5%81%E6%B8%85%E6%B6%95,,,skipped_first_source_success,,,yes,duguji
638,流涕,duguji,ok,https://baike.duguji.cn/baike/w/%E6%B5%81%E6%B6%95,,,skipped_first_source_success,,,yes,duguji
623,淋沥疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B7%8B%E6%B2%A5%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
625,淋证涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B7%8B%E8%AF%81%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
628,鳞屑多,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%B3%9E%E5%B1%91%E5%A4%9A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
629,流产后出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E4%BA%A7%E5%90%8E%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
630,流产后宫缩不良,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E4%BA%A7%E5%90%8E%E5%AE%AB%E7%BC%A9%E4%B8%8D%E8%89%AF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
631,流黄稠涕,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E9%BB%84%E7%A8%A0%E6%B6%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
647,麻木,duguji,ok,https://baike.duguji.cn/baike/w/%E9%BA%BB%E6%9C%A8,,,skipped_first_source_success,,,yes,duguji
636,流脓涕,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E8%84%93%E6%B6%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
632,流黄涕,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E9%BB%84%E6%B6%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
633,流黄浊涕,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E9%BB%84%E6%B5%8A%E6%B6%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
641,流浊涕,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E6%B5%8A%E6%B6%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
639,流涕黏白,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B5%81%E6%B6%95%E9%BB%8F%E7%99%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
643,瘰疬未溃,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%98%B0%E7%96%AC%E6%9C%AA%E6%BA%83,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
659,慢性支气管炎急性发作,duguji,ok,https://baike.duguji.cn/baike/w/%E6%85%A2%E6%80%A7%E6%94%AF%E6%B0%94%E7%AE%A1%E7%82%8E%E6%80%A5%E6%80%A7%E5%8F%91%E4%BD%9C,,,skipped_first_source_success,,,yes,duguji
645,屡经流产,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B1%A1%E7%BB%8F%E6%B5%81%E4%BA%A7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
646,麻痹瘙痒,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%BA%BB%E7%97%B9%E7%98%99%E7%97%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
649,麻木瘫痪,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%BA%BB%E6%9C%A8%E7%98%AB%E7%97%AA,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
648,麻木拘挛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%BA%BB%E6%9C%A8%E6%8B%98%E6%8C%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
650,麻疹不透,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%BA%BB%E7%96%B9%E4%B8%8D%E9%80%8F,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
653,脉细弱,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%89%E7%BB%86%E5%BC%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
654,脉细涩,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%89%E7%BB%86%E6%B6%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
651,脉沉细,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%89%E6%B2%89%E7%BB%86,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153742.html,,yes,dayi
656,脉细弦,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%89%E7%BB%86%E5%BC%A6,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
668,面赤,duguji,ok,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%B5%A4,,,skipped_first_source_success,,,yes,duguji
671,面黄,duguji,ok,https://baike.duguji.cn/baike/w/%E9%9D%A2%E9%BB%84,,,skipped_first_source_success,,,yes,duguji
660,毛发成片脱落,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%AF%9B%E5%8F%91%E6%88%90%E7%89%87%E8%84%B1%E8%90%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
661,毛发呈稀疏状脱落,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%AF%9B%E5%8F%91%E5%91%88%E7%A8%80%E7%96%8F%E7%8A%B6%E8%84%B1%E8%90%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
662,毛发干燥,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%AF%9B%E5%8F%91%E5%B9%B2%E7%87%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
663,毛发松动,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%AF%9B%E5%8F%91%E6%9D%BE%E5%8A%A8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
664,毛发油腻,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%AF%9B%E5%8F%91%E6%B2%B9%E8%85%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
669,面浮肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E6%B5%AE%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
667,眠差,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9C%A0%E5%B7%AE,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
685,目暗不明,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9B%AE%E6%9A%97%E4%B8%8D%E6%98%8E,,,skipped_first_source_success,,,yes,duguji
672,面目悉黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E7%9B%AE%E6%82%89%E9%BB%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
677,面色恍白,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%89%B2%E6%81%8D%E7%99%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
674,面色不华,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%89%B2%E4%B8%8D%E5%8D%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
673,面目虚涪,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E7%9B%AE%E8%99%9A%E6%B6%AA,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
678,面色晄白,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%89%B2%E6%99%84%E7%99%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
679,面色黢黑,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%89%B2%E9%BB%A2%E9%BB%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
680,面色少华,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%89%B2%E5%B0%91%E5%8D%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
695,目黄,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9B%AE%E9%BB%84,,,skipped_first_source_success,,,yes,duguji
682,面色无华,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%89%B2%E6%97%A0%E5%8D%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
684,面肢浮肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%9D%A2%E8%82%A2%E6%B5%AE%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
698,目涩,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9B%AE%E6%B6%A9,,,skipped_first_source_success,,,yes,duguji
689,目赤红肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E8%B5%A4%E7%BA%A2%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
686,目暗昏花,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E6%9A%97%E6%98%8F%E8%8A%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
702,目痒,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9B%AE%E7%97%92,,,skipped_first_source_success,,,yes,duguji
687,目暗羞明,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E6%9A%97%E7%BE%9E%E6%98%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
690,目赤昏花,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E8%B5%A4%E6%98%8F%E8%8A%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
691,目赤翳障,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E8%B5%A4%E7%BF%B3%E9%9A%9C,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
693,目发黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E5%8F%91%E9%BB%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
694,目花,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E8%8A%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
699,目生翳膜,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E7%94%9F%E7%BF%B3%E8%86%9C,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
697,目昏不明,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E6%98%8F%E4%B8%8D%E6%98%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
700,目生云翳,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E7%94%9F%E4%BA%91%E7%BF%B3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
705,目珠夜痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E7%8F%A0%E5%A4%9C%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
710,纳少嘈杂,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%BA%B3%E5%B0%91%E5%98%88%E6%9D%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
703,目淫羞明,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E6%B7%AB%E7%BE%9E%E6%98%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
704,目胀,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9B%AE%E8%83%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
712,脑部疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%91%E9%83%A8%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
721,尿赤,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%B5%A4,,,skipped_first_source_success,,,yes,duguji
725,尿后滴沥,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%BF%E5%90%8E%E6%BB%B4%E6%B2%A5,,,skipped_first_source_success,,,yes,duguji
713,脑功能减退,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%91%E5%8A%9F%E8%83%BD%E5%87%8F%E9%80%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
714,脑络瘀阻,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%91%E7%BB%9C%E7%98%80%E9%98%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
715,内外伤出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%86%85%E5%A4%96%E4%BC%A4%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
718,年老气喘,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B9%B4%E8%80%81%E6%B0%94%E5%96%98,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
716,内障目暗,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%86%85%E9%9A%9C%E7%9B%AE%E6%9A%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
719,年老哮喘,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B9%B4%E8%80%81%E5%93%AE%E5%96%98,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
722,尿道涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E9%81%93%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
724,尿点滴而下,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E7%82%B9%E6%BB%B4%E8%80%8C%E4%B8%8B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
723,尿道灼热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E9%81%93%E7%81%BC%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
737,尿涩,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%BF%E6%B6%A9,,,skipped_first_source_success,,,yes,duguji
726,尿后余沥不尽,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E5%90%8E%E4%BD%99%E6%B2%A5%E4%B8%8D%E5%B0%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
739,尿少,duguji,no_definition,https://baike.duguji.cn/baike/w/%E5%B0%BF%E5%B0%91,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
728,尿黄如茶,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E9%BB%84%E5%A6%82%E8%8C%B6,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
729,尿混浊,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E6%B7%B7%E6%B5%8A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
727,尿黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E9%BB%84,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153080.html,,yes,dayi
733,尿频数,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E9%A2%91%E6%95%B0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
734,尿热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
754,呕逆,duguji,ok,https://baike.duguji.cn/baike/w/%E5%91%95%E9%80%86,,,skipped_first_source_success,,,yes,duguji
735,尿色赤黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%89%B2%E8%B5%A4%E9%BB%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
736,尿色偏黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%89%B2%E5%81%8F%E9%BB%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
738,尿涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
743,尿血血色鲜红,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%A1%80%E8%A1%80%E8%89%B2%E9%B2%9C%E7%BA%A2,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
741,尿线细,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E7%BA%BF%E7%BB%86,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
746,脓成不溃,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%93%E6%88%90%E4%B8%8D%E6%BA%83,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
744,尿血血色紫红,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%A1%80%E8%A1%80%E8%89%B2%E7%B4%AB%E7%BA%A2,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
763,喷嚏,duguji,no_definition,https://baike.duguji.cn/baike/w/%E5%96%B7%E5%9A%8F,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
747,脓腐将荆,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%93%E8%85%90%E5%B0%86%E8%8D%86,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
769,皮肤皲裂,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E7%9A%B2%E8%A3%82,,,skipped_first_source_success,,,yes,duguji
756,呕吐清水,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%91%95%E5%90%90%E6%B8%85%E6%B0%B4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
749,脓水,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%93%E6%B0%B4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
757,呕吐乳食,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%91%95%E5%90%90%E4%B9%B3%E9%A3%9F,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
759,呕吐吞酸,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%91%95%E5%90%90%E5%90%9E%E9%85%B8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
758,呕吐痰涎,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%91%95%E5%90%90%E7%97%B0%E6%B6%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
760,排便乏力,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%8E%92%E4%BE%BF%E4%B9%8F%E5%8A%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
761,排尿滴沥不尽,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%8E%92%E5%B0%BF%E6%BB%B4%E6%B2%A5%E4%B8%8D%E5%B0%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
778,皮肤瘀斑,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E7%98%80%E6%96%91,,,skipped_first_source_success,,,yes,duguji
765,皮肤风团色红,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E9%A3%8E%E5%9B%A2%E8%89%B2%E7%BA%A2,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
768,皮肤黄染,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E9%BB%84%E6%9F%93,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
781,皮肤紫癜,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E7%B4%AB%E7%99%9C,,,skipped_first_source_success,,,yes,duguji
770,皮肤潰疡,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E6%BD%B0%E7%96%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
772,皮肤黏膜破溃,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E9%BB%8F%E8%86%9C%E7%A0%B4%E6%BA%83,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
771,皮肤糜烂,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E7%B3%9C%E7%83%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
775,皮肤色斑,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E8%89%B2%E6%96%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
773,皮肤青紫,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E9%9D%92%E7%B4%AB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
776,皮肤湿烂,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E6%B9%BF%E7%83%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
777,皮肤湿疹,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E6%B9%BF%E7%96%B9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
780,皮肤紫斑,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E7%B4%AB%E6%96%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
779,皮肤肿痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E8%82%BF%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
782,皮损呈红斑湿润,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E6%8D%9F%E5%91%88%E7%BA%A2%E6%96%91%E6%B9%BF%E6%B6%A6,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
783,皮下结块,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E4%B8%8B%E7%BB%93%E5%9D%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
795,痞闷,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%9E%E9%97%B7,,,skipped_first_source_success,,,yes,duguji
784,皮下紫斑,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E4%B8%8B%E7%B4%AB%E6%96%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
785,皮疹表面覆有较厚的银白色鳞屑,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E7%96%B9%E8%A1%A8%E9%9D%A2%E8%A6%86%E6%9C%89%E8%BE%83%E5%8E%9A%E7%9A%84%E9%93%B6%E7%99%BD%E8%89%B2%E9%B3%9E%E5%B1%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
786,皮疹色鲜红,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E7%96%B9%E8%89%B2%E9%B2%9C%E7%BA%A2,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
787,皮疹为点滴状,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E7%96%B9%E4%B8%BA%E7%82%B9%E6%BB%B4%E7%8A%B6,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
788,皮疹圆形,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9A%AE%E7%96%B9%E5%9C%86%E5%BD%A2,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
791,脾胃气滞,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%BE%E8%83%83%E6%B0%94%E6%BB%9E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
789,疲乏无力,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%B2%E4%B9%8F%E6%97%A0%E5%8A%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
800,脐腹胀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%90%E8%85%B9%E8%83%80%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
801,起坐不利,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%B5%B7%E5%9D%90%E4%B8%8D%E5%88%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
816,前额头痛,duguji,ok,https://baike.duguji.cn/baike/w/%E5%89%8D%E9%A2%9D%E5%A4%B4%E7%97%9B,,,skipped_first_source_success,,,yes,duguji
802,气闭昏厥,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%94%E9%97%AD%E6%98%8F%E5%8E%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
805,气粗,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%94%E7%B2%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
804,气喘咳嗽,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%94%E5%96%98%E5%92%B3%E5%97%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
807,气促喘息,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%94%E4%BF%83%E5%96%98%E6%81%AF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
822,轻度烧伤,duguji,ok,https://baike.duguji.cn/baike/w/%E8%BD%BB%E5%BA%A6%E7%83%A7%E4%BC%A4,,,skipped_first_source_success,,,yes,duguji
